number,code,emoji,emoji-symbol,title
0406,u+1f46f,people_with_bunny_ears,👯,people with bunny ears
0407,u+1f46f-u+200d-u+2642-u+fe0f,men_with_bunny_ears,👯‍♂️,men with bunny ears
0408,u+1f46f-u+200d-u+2640-u+fe0f,women_with_bunny_ears,👯‍♀️,women with bunny ears
0409,u+1f9d6,person_in_steamy_room,🧖,person in steamy room
0410,u+1f9d6-u+200d-u+2642-u+fe0f,man_in_steamy_room,🧖‍♂️,man in steamy room
0411,u+1f9d6-u+200d-u+2640-u+fe0f,woman_in_steamy_room,🧖‍♀️,woman in steamy room
0412,u+1f9d7,person_climbing,🧗,person climbing
0413,u+1f9d7-u+200d-u+2642-u+fe0f,man_climbing,🧗‍♂️,man climbing
0414,u+1f9d7-u+200d-u+2640-u+fe0f,woman_climbing,🧗‍♀️,woman climbing
0415,u+1f93a,person_fencing,🤺,person fencing
0416,u+1f3c7,horse_racing,🏇,horse racing
0417,u+26f7,skier,⛷,skier
0418,u+1f3c2,snowboarder,🏂,snowboarder
0419,u+1f3cc,person_golfing,🏌,person golfing
0420,u+1f3cc-u+fe0f-u+200d-u+2642-u+fe0f,man_golfing,🏌️‍♂️,man golfing
0421,u+1f3cc-u+fe0f-u+200d-u+2640-u+fe0f,woman_golfing,🏌️‍♀️,woman golfing
0422,u+1f3c4,person_surfing,🏄,person surfing
0423,u+1f3c4-u+200d-u+2642-u+fe0f,man_surfing,🏄‍♂️,man surfing
0424,u+1f3c4-u+200d-u+2640-u+fe0f,woman_surfing,🏄‍♀️,woman surfing
0425,u+1f6a3,person_rowing_boat,🚣,person rowing boat
0426,u+1f6a3-u+200d-u+2642-u+fe0f,man_rowing_boat,🚣‍♂️,man rowing boat
0427,u+1f6a3-u+200d-u+2640-u+fe0f,woman_rowing_boat,🚣‍♀️,woman rowing boat
0428,u+1f3ca,person_swimming,🏊,person swimming
0429,u+1f3ca-u+200d-u+2642-u+fe0f,man_swimming,🏊‍♂️,man swimming
0430,u+1f3ca-u+200d-u+2640-u+fe0f,woman_swimming,🏊‍♀️,woman swimming
0431,u+26f9,person_bouncing_ball,⛹,person bouncing ball
0432,u+26f9-u+fe0f-u+200d-u+2642-u+fe0f,man_bouncing_ball,⛹️‍♂️,man bouncing ball
0433,u+26f9-u+fe0f-u+200d-u+2640-u+fe0f,woman_bouncing_ball,⛹️‍♀️,woman bouncing ball
0434,u+1f3cb,person_lifting_weights,🏋,person lifting weights
0435,u+1f3cb-u+fe0f-u+200d-u+2642-u+fe0f,man_lifting_weights,🏋️‍♂️,man lifting weights
0436,u+1f3cb-u+fe0f-u+200d-u+2640-u+fe0f,woman_lifting_weights,🏋️‍♀️,woman lifting weights
0437,u+1f6b4,person_biking,🚴,person biking
0438,u+1f6b4-u+200d-u+2642-u+fe0f,man_biking,🚴‍♂️,man biking
0439,u+1f6b4-u+200d-u+2640-u+fe0f,woman_biking,🚴‍♀️,woman biking
0440,u+1f6b5,person_mountain_biking,🚵,person mountain biking
0441,u+1f6b5-u+200d-u+2642-u+fe0f,man_mountain_biking,🚵‍♂️,man mountain biking
0442,u+1f6b5-u+200d-u+2640-u+fe0f,woman_mountain_biking,🚵‍♀️,woman mountain biking
0443,u+1f938,person_cartwheeling,🤸,person cartwheeling
0444,u+1f938-u+200d-u+2642-u+fe0f,man_cartwheeling,🤸‍♂️,man cartwheeling
0445,u+1f938-u+200d-u+2640-u+fe0f,woman_cartwheeling,🤸‍♀️,woman cartwheeling
0446,u+1f93c,people_wrestling,🤼,people wrestling
0447,u+1f93c-u+200d-u+2642-u+fe0f,men_wrestling,🤼‍♂️,men wrestling
0448,u+1f93c-u+200d-u+2640-u+fe0f,women_wrestling,🤼‍♀️,women wrestling
0449,u+1f93d,person_playing_water_polo,🤽,person playing water polo
0450,u+1f93d-u+200d-u+2642-u+fe0f,man_playing_water_polo,🤽‍♂️,man playing water polo
0451,u+1f93d-u+200d-u+2640-u+fe0f,woman_playing_water_polo,🤽‍♀️,woman playing water polo
0452,u+1f93e,person_playing_handball,🤾,person playing handball
0453,u+1f93e-u+200d-u+2642-u+fe0f,man_playing_handball,🤾‍♂️,man playing handball
0454,u+1f93e-u+200d-u+2640-u+fe0f,woman_playing_handball,🤾‍♀️,woman playing handball
0455,u+1f939,person_juggling,🤹,person juggling
0456,u+1f939-u+200d-u+2642-u+fe0f,man_juggling,🤹‍♂️,man juggling
0457,u+1f939-u+200d-u+2640-u+fe0f,woman_juggling,🤹‍♀️,woman juggling
0458,u+1f9d8,person_in_lotus_position,🧘,person in lotus position
0459,u+1f9d8-u+200d-u+2642-u+fe0f,man_in_lotus_position,🧘‍♂️,man in lotus position
0460,u+1f9d8-u+200d-u+2640-u+fe0f,woman_in_lotus_position,🧘‍♀️,woman in lotus position
0461,u+1f6c0,person_taking_bath,🛀,person taking bath
0462,u+1f6cc,person_in_bed,🛌,person in bed
0463,u+1f9d1-u+200d-u+1f91d-u+200d-u+1f9d1,people_holding_hands,🧑‍🤝‍🧑,people holding hands
0464,u+1f46d,women_holding_hands,👭,women holding hands
0465,u+1f46b,woman_and_man_holding_hands,👫,woman and man holding hands
0466,u+1f46c,men_holding_hands,👬,men holding hands
0467,u+1f48f,kiss,💏,kiss
0468,u+1f469-u+200d-u+2764-u+fe0f-u+200d-u+1f48b-u+200d-u+1f468,kiss_woman_man,👩‍❤️‍💋‍👨,"""kiss: woman, man"""
0469,u+1f468-u+200d-u+2764-u+fe0f-u+200d-u+1f48b-u+200d-u+1f468,kiss_man_man,👨‍❤️‍💋‍👨,"""kiss: man, man"""
0470,u+1f469-u+200d-u+2764-u+fe0f-u+200d-u+1f48b-u+200d-u+1f469,kiss_woman_woman,👩‍❤️‍💋‍👩,"""kiss: woman, woman"""
0471,u+1f491,couple_with_heart,💑,couple with heart
0472,u+1f469-u+200d-u+2764-u+fe0f-u+200d-u+1f468,couple_with_heart_woman_man,👩‍❤️‍👨,"""couple with heart: woman, man"""
0473,u+1f468-u+200d-u+2764-u+fe0f-u+200d-u+1f468,couple_with_heart_man_man,👨‍❤️‍👨,"""couple with heart: man, man"""
0474,u+1f469-u+200d-u+2764-u+fe0f-u+200d-u+1f469,couple_with_heart_woman_woman,👩‍❤️‍👩,"""couple with heart: woman, woman"""
0475,u+1f46a,family,👪,family
0476,u+1f468-u+200d-u+1f469-u+200d-u+1f466,family_man_woman_boy,👨‍👩‍👦,"""family: man, woman, boy"""
0477,u+1f468-u+200d-u+1f469-u+200d-u+1f467,family_man_woman_girl,👨‍👩‍👧,"""family: man, woman, girl"""
0478,u+1f468-u+200d-u+1f469-u+200d-u+1f467-u+200d-u+1f466,family_man_woman_girl_boy,👨‍👩‍👧‍👦,"""family: man, woman, girl, boy"""
0479,u+1f468-u+200d-u+1f469-u+200d-u+1f466-u+200d-u+1f466,family_man_woman_boy_boy,👨‍👩‍👦‍👦,"""family: man, woman, boy, boy"""
0480,u+1f468-u+200d-u+1f469-u+200d-u+1f467-u+200d-u+1f467,family_man_woman_girl_girl,👨‍👩‍👧‍👧,"""family: man, woman, girl, girl"""
0481,u+1f468-u+200d-u+1f468-u+200d-u+1f466,family_man_man_boy,👨‍👨‍👦,"""family: man, man, boy"""
0482,u+1f468-u+200d-u+1f468-u+200d-u+1f467,family_man_man_girl,👨‍👨‍👧,"""family: man, man, girl"""
0483,u+1f468-u+200d-u+1f468-u+200d-u+1f467-u+200d-u+1f466,family_man_man_girl_boy,👨‍👨‍👧‍👦,"""family: man, man, girl, boy"""
0484,u+1f468-u+200d-u+1f468-u+200d-u+1f466-u+200d-u+1f466,family_man_man_boy_boy,👨‍👨‍👦‍👦,"""family: man, man, boy, boy"""
0485,u+1f468-u+200d-u+1f468-u+200d-u+1f467-u+200d-u+1f467,family_man_man_girl_girl,👨‍👨‍👧‍👧,"""family: man, man, girl, girl"""
0486,u+1f469-u+200d-u+1f469-u+200d-u+1f466,family_woman_woman_boy,👩‍👩‍👦,"""family: woman, woman, boy"""
0487,u+1f469-u+200d-u+1f469-u+200d-u+1f467,family_woman_woman_girl,👩‍👩‍👧,"""family: woman, woman, girl"""
0488,u+1f469-u+200d-u+1f469-u+200d-u+1f467-u+200d-u+1f466,family_woman_woman_girl_boy,👩‍👩‍👧‍👦,"""family: woman, woman, girl, boy"""
0489,u+1f469-u+200d-u+1f469-u+200d-u+1f466-u+200d-u+1f466,family_woman_woman_boy_boy,👩‍👩‍👦‍👦,"""family: woman, woman, boy, boy"""
0490,u+1f469-u+200d-u+1f469-u+200d-u+1f467-u+200d-u+1f467,family_woman_woman_girl_girl,👩‍👩‍👧‍👧,"""family: woman, woman, girl, girl"""
0491,u+1f468-u+200d-u+1f466,family_man_boy,👨‍👦,"""family: man, boy"""
0492,u+1f468-u+200d-u+1f466-u+200d-u+1f466,family_man_boy_boy,👨‍👦‍👦,"""family: man, boy, boy"""
0493,u+1f468-u+200d-u+1f467,family_man_girl,👨‍👧,"""family: man, girl"""
0494,u+1f468-u+200d-u+1f467-u+200d-u+1f466,family_man_girl_boy,👨‍👧‍👦,"""family: man, girl, boy"""
0495,u+1f468-u+200d-u+1f467-u+200d-u+1f467,family_man_girl_girl,👨‍👧‍👧,"""family: man, girl, girl"""
0496,u+1f469-u+200d-u+1f466,family_woman_boy,👩‍👦,"""family: woman, boy"""
0497,u+1f469-u+200d-u+1f466-u+200d-u+1f466,family_woman_boy_boy,👩‍👦‍👦,"""family: woman, boy, boy"""
0498,u+1f469-u+200d-u+1f467,family_woman_girl,👩‍👧,"""family: woman, girl"""
0499,u+1f469-u+200d-u+1f467-u+200d-u+1f466,family_woman_girl_boy,👩‍👧‍👦,"""family: woman, girl, boy"""
0500,u+1f469-u+200d-u+1f467-u+200d-u+1f467,family_woman_girl_girl,👩‍👧‍👧,"""family: woman, girl, girl"""
0501,u+1f5e3,speaking_head,🗣,speaking head
0502,u+1f464,bust_in_silhouette,👤,bust in silhouette
0503,u+1f465,busts_in_silhouette,👥,busts in silhouette
0504,u+1fac2,people_hugging,🫂,people hugging
0505,u+1f463,footprints,👣,footprints
0506,u+1f9b0,red_hair,🦰,red hair
0507,u+1f9b1,curly_hair,🦱,curly hair
0508,u+1f9b3,white_hair,🦳,white hair
0509,u+1f9b2,bald,🦲,bald
0510,u+1f435,monkey_face,🐵,monkey face
0511,u+1f412,monkey,🐒,monkey
0512,u+1f98d,gorilla,🦍,gorilla
0513,u+1f9a7,orangutan,🦧,orangutan
0514,u+1f436,dog_face,🐶,dog face
0515,u+1f415,dog,🐕,dog
0516,u+1f9ae,guide_dog,🦮,guide dog
0517,u+1f415-u+200d-u+1f9ba,service_dog,🐕‍🦺,service dog
0518,u+1f429,poodle,🐩,poodle
0519,u+1f43a,wolf,🐺,wolf
0520,u+1f98a,fox,🦊,fox
0521,u+1f99d,raccoon,🦝,raccoon
0522,u+1f431,cat_face,🐱,cat face
0523,u+1f408,cat,🐈,cat
0524,u+1f408-u+200d-u+2b1b,black_cat,🐈‍⬛,black cat
0525,u+1f981,lion,🦁,lion
0526,u+1f42f,tiger_face,🐯,tiger face
0527,u+1f405,tiger,🐅,tiger
0528,u+1f406,leopard,🐆,leopard
0529,u+1f434,horse_face,🐴,horse face
0530,u+1f40e,horse,🐎,horse
0531,u+1f984,unicorn,🦄,unicorn
0532,u+1f993,zebra,🦓,zebra
0533,u+1f98c,deer,🦌,deer
0534,u+1f9ac,bison,🦬,bison
0535,u+1f42e,cow_face,🐮,cow face
0536,u+1f402,ox,🐂,ox
0537,u+1f403,water_buffalo,🐃,water buffalo
0538,u+1f404,cow,🐄,cow
0539,u+1f437,pig_face,🐷,pig face
0540,u+1f416,pig,🐖,pig
0541,u+1f417,boar,🐗,boar
0542,u+1f43d,pig_nose,🐽,pig nose
0543,u+1f40f,ram,🐏,ram
0544,u+1f411,ewe,🐑,ewe
0545,u+1f410,goat,🐐,goat
0546,u+1f42a,camel,🐪,camel
0547,u+1f42b,two_hump_camel,🐫,two-hump camel
0548,u+1f999,llama,🦙,llama
0549,u+1f992,giraffe,🦒,giraffe
0550,u+1f418,elephant,🐘,elephant
0551,u+1f9a3,mammoth,🦣,mammoth
0552,u+1f98f,rhinoceros,🦏,rhinoceros
0553,u+1f99b,hippopotamus,🦛,hippopotamus
0554,u+1f42d,mouse_face,🐭,mouse face
0555,u+1f401,mouse,🐁,mouse
0556,u+1f400,rat,🐀,rat
0557,u+1f439,hamster,🐹,hamster
0558,u+1f430,rabbit_face,🐰,rabbit face
0559,u+1f407,rabbit,🐇,rabbit
0560,u+1f43f,chipmunk,🐿,chipmunk
0561,u+1f9ab,beaver,🦫,beaver
0562,u+1f994,hedgehog,🦔,hedgehog
0563,u+1f987,bat,🦇,bat
0564,u+1f43b,bear,🐻,bear
0565,u+1f43b-u+200d-u+2744-u+fe0f,polar_bear,🐻‍❄️,polar bear
0566,u+1f428,koala,🐨,koala
0567,u+1f43c,panda,🐼,panda
0568,u+1f9a5,sloth,🦥,sloth
0569,u+1f9a6,otter,🦦,otter
0570,u+1f9a8,skunk,🦨,skunk
0571,u+1f998,kangaroo,🦘,kangaroo
0572,u+1f9a1,badger,🦡,badger
0573,u+1f43e,paw_prints,🐾,paw prints
0574,u+1f983,turkey,🦃,turkey
0575,u+1f414,chicken,🐔,chicken
0576,u+1f413,rooster,🐓,rooster
0577,u+1f423,hatching_chick,🐣,hatching chick
0578,u+1f424,baby_chick,🐤,baby chick
0579,u+1f425,front_facing_baby_chick,🐥,front-facing baby chick
0580,u+1f426,bird,🐦,bird
0581,u+1f427,penguin,🐧,penguin
0582,u+1f54a,dove,🕊,dove
0583,u+1f985,eagle,🦅,eagle
0584,u+1f986,duck,🦆,duck
0585,u+1f9a2,swan,🦢,swan
0586,u+1f989,owl,🦉,owl
0587,u+1f9a4,dodo,🦤,dodo
0588,u+1fab6,feather,🪶,feather
0589,u+1f9a9,flamingo,🦩,flamingo
0590,u+1f99a,peacock,🦚,peacock
0591,u+1f99c,parrot,🦜,parrot
0592,u+1f438,frog,🐸,frog
0593,u+1f40a,crocodile,🐊,crocodile
0594,u+1f422,turtle,🐢,turtle
0595,u+1f98e,lizard,🦎,lizard
0596,u+1f40d,snake,🐍,snake
0597,u+1f432,dragon_face,🐲,dragon face
0598,u+1f409,dragon,🐉,dragon
0599,u+1f995,sauropod,🦕,sauropod
0600,u+1f996,t_rex,🦖,T-Rex
0601,u+1f433,spouting_whale,🐳,spouting whale
0602,u+1f40b,whale,🐋,whale
0603,u+1f42c,dolphin,🐬,dolphin
0604,u+1f9ad,seal,🦭,seal
0605,u+1f41f,fish,🐟,fish
0606,u+1f420,tropical_fish,🐠,tropical fish
0607,u+1f421,blowfish,🐡,blowfish
0608,u+1f988,shark,🦈,shark
0609,u+1f419,octopus,🐙,octopus
0610,u+1f41a,spiral_shell,🐚,spiral shell
0611,u+1f40c,snail,🐌,snail
0612,u+1f98b,butterfly,🦋,butterfly
0613,u+1f41b,bug,🐛,bug
0614,u+1f41c,ant,🐜,ant
0615,u+1f41d,honeybee,🐝,honeybee
0616,u+1fab2,beetle,🪲,beetle
0617,u+1f41e,lady_beetle,🐞,lady beetle
0618,u+1f997,cricket,🦗,cricket
0619,u+1fab3,cockroach,🪳,cockroach
0620,u+1f577,spider,🕷,spider
0621,u+1f578,spider_web,🕸,spider web
0622,u+1f982,scorpion,🦂,scorpion
0623,u+1f99f,mosquito,🦟,mosquito
0624,u+1fab0,fly,🪰,fly
0625,u+1fab1,worm,🪱,worm
0626,u+1f9a0,microbe,🦠,microbe
0627,u+1f490,bouquet,💐,bouquet
0628,u+1f338,cherry_blossom,🌸,cherry blossom
0629,u+1f4ae,white_flower,💮,white flower
0630,u+1f3f5,rosette,🏵,rosette
0631,u+1f339,rose,🌹,rose
0632,u+1f940,wilted_flower,🥀,wilted flower
0633,u+1f33a,hibiscus,🌺,hibiscus
0634,u+1f33b,sunflower,🌻,sunflower
0635,u+1f33c,blossom,🌼,blossom
0636,u+1f337,tulip,🌷,tulip
0637,u+1f331,seedling,🌱,seedling
0638,u+1fab4,potted_plant,🪴,potted plant
0639,u+1f332,evergreen_tree,🌲,evergreen tree
0640,u+1f333,deciduous_tree,🌳,deciduous tree
0641,u+1f334,palm_tree,🌴,palm tree
0642,u+1f335,cactus,🌵,cactus
0643,u+1f33e,sheaf_of_rice,🌾,sheaf of rice
0644,u+1f33f,herb,🌿,herb
0645,u+2618,shamrock,☘,shamrock
0646,u+1f340,four_leaf_clover,🍀,four leaf clover
0647,u+1f341,maple_leaf,🍁,maple leaf
0648,u+1f342,fallen_leaf,🍂,fallen leaf
0649,u+1f343,leaf_fluttering_in_wind,🍃,leaf fluttering in wind
0650,u+1f347,grapes,🍇,grapes
0651,u+1f348,melon,🍈,melon
0652,u+1f349,watermelon,🍉,watermelon
0653,u+1f34a,tangerine,🍊,tangerine
0654,u+1f34b,lemon,🍋,lemon
0655,u+1f34c,banana,🍌,banana
0656,u+1f34d,pineapple,🍍,pineapple
0657,u+1f96d,mango,🥭,mango
0658,u+1f34e,red_apple,🍎,red apple
0659,u+1f34f,green_apple,🍏,green apple
0660,u+1f350,pear,🍐,pear
0661,u+1f351,peach,🍑,peach
0662,u+1f352,cherries,🍒,cherries
0663,u+1f353,strawberry,🍓,strawberry
0664,u+1fad0,blueberries,🫐,blueberries
0665,u+1f95d,kiwi_fruit,🥝,kiwi fruit
0666,u+1f345,tomato,🍅,tomato
0667,u+1fad2,olive,🫒,olive
0668,u+1f965,coconut,🥥,coconut
0669,u+1f951,avocado,🥑,avocado
0670,u+1f346,eggplant,🍆,eggplant
0671,u+1f954,potato,🥔,potato
0672,u+1f955,carrot,🥕,carrot
0673,u+1f33d,ear_of_corn,🌽,ear of corn
0674,u+1f336,hot_pepper,🌶,hot pepper
0675,u+1fad1,bell_pepper,🫑,bell pepper
0676,u+1f952,cucumber,🥒,cucumber
0677,u+1f96c,leafy_green,🥬,leafy green
0678,u+1f966,broccoli,🥦,broccoli
0679,u+1f9c4,garlic,🧄,garlic
0680,u+1f9c5,onion,🧅,onion
0681,u+1f344,mushroom,🍄,mushroom
0682,u+1f95c,peanuts,🥜,peanuts
0683,u+1f330,chestnut,🌰,chestnut
0684,u+1f35e,bread,🍞,bread
0685,u+1f950,croissant,🥐,croissant
0686,u+1f956,baguette_bread,🥖,baguette bread
0687,u+1fad3,flatbread,🫓,flatbread
0688,u+1f968,pretzel,🥨,pretzel
0689,u+1f96f,bagel,🥯,bagel
0690,u+1f95e,pancakes,🥞,pancakes
0691,u+1f9c7,waffle,🧇,waffle
0692,u+1f9c0,cheese_wedge,🧀,cheese wedge
0693,u+1f356,meat_on_bone,🍖,meat on bone
0694,u+1f357,poultry_leg,🍗,poultry leg
0695,u+1f969,cut_of_meat,🥩,cut of meat
0696,u+1f953,bacon,🥓,bacon
0697,u+1f354,hamburger,🍔,hamburger
0698,u+1f35f,french_fries,🍟,french fries
0699,u+1f355,pizza,🍕,pizza
0700,u+1f32d,hot_dog,🌭,hot dog
0701,u+1f96a,sandwich,🥪,sandwich
0702,u+1f32e,taco,🌮,taco
0703,u+1f32f,burrito,🌯,burrito
0704,u+1fad4,tamale,🫔,tamale
0705,u+1f959,stuffed_flatbread,🥙,stuffed flatbread
0706,u+1f9c6,falafel,🧆,falafel
0707,u+1f95a,egg,🥚,egg
0708,u+1f373,cooking,🍳,cooking
0709,u+1f958,shallow_pan_of_food,🥘,shallow pan of food
0710,u+1f372,pot_of_food,🍲,pot of food
0711,u+1fad5,fondue,🫕,fondue
0712,u+1f963,bowl_with_spoon,🥣,bowl with spoon
0713,u+1f957,green_salad,🥗,green salad
0714,u+1f37f,popcorn,🍿,popcorn
0715,u+1f9c8,butter,🧈,butter
0716,u+1f9c2,salt,🧂,salt
0717,u+1f96b,canned_food,🥫,canned food
0718,u+1f371,bento_box,🍱,bento box
0719,u+1f358,rice_cracker,🍘,rice cracker
0720,u+1f359,rice_ball,🍙,rice ball
0721,u+1f35a,cooked_rice,🍚,cooked rice
0722,u+1f35b,curry_rice,🍛,curry rice
0723,u+1f35c,steaming_bowl,🍜,steaming bowl
0724,u+1f35d,spaghetti,🍝,spaghetti
0725,u+1f360,roasted_sweet_potato,🍠,roasted sweet potato
0726,u+1f362,oden,🍢,oden
0727,u+1f363,sushi,🍣,sushi
0728,u+1f364,fried_shrimp,🍤,fried shrimp
0729,u+1f365,fish_cake_with_swirl,🍥,fish cake with swirl
0730,u+1f96e,moon_cake,🥮,moon cake
0731,u+1f361,dango,🍡,dango
0732,u+1f95f,dumpling,🥟,dumpling
0733,u+1f960,fortune_cookie,🥠,fortune cookie
0734,u+1f961,takeout_box,🥡,takeout box
0735,u+1f980,crab,🦀,crab
0736,u+1f99e,lobster,🦞,lobster
0737,u+1f990,shrimp,🦐,shrimp
0738,u+1f991,squid,🦑,squid
0739,u+1f9aa,oyster,🦪,oyster
0740,u+1f366,soft_ice_cream,🍦,soft ice cream
0741,u+1f367,shaved_ice,🍧,shaved ice
0742,u+1f368,ice_cream,🍨,ice cream
0743,u+1f369,doughnut,🍩,doughnut
0744,u+1f36a,cookie,🍪,cookie
0745,u+1f382,birthday_cake,🎂,birthday cake
0746,u+1f370,shortcake,🍰,shortcake
0747,u+1f9c1,cupcake,🧁,cupcake
0748,u+1f967,pie,🥧,pie
0749,u+1f36b,chocolate_bar,🍫,chocolate bar
0750,u+1f36c,candy,🍬,candy
0751,u+1f36d,lollipop,🍭,lollipop
0752,u+1f36e,custard,🍮,custard
0753,u+1f36f,honey_pot,🍯,honey pot
0754,u+1f37c,baby_bottle,🍼,baby bottle
0755,u+1f95b,glass_of_milk,🥛,glass of milk
0756,u+2615,hot_beverage,☕,hot beverage
0757,u+1fad6,teapot,🫖,teapot
0758,u+1f375,teacup_without_handle,🍵,teacup without handle
0759,u+1f376,sake,🍶,sake
0760,u+1f37e,bottle_with_popping_cork,🍾,bottle with popping cork
0761,u+1f377,wine_glass,🍷,wine glass
0762,u+1f378,cocktail_glass,🍸,cocktail glass
0763,u+1f379,tropical_drink,🍹,tropical drink
0764,u+1f37a,beer_mug,🍺,beer mug
0765,u+1f37b,clinking_beer_mugs,🍻,clinking beer mugs
0766,u+1f942,clinking_glasses,🥂,clinking glasses
0767,u+1f943,tumbler_glass,🥃,tumbler glass
0768,u+1f964,cup_with_straw,🥤,cup with straw
0769,u+1f9cb,bubble_tea,🧋,bubble tea
0770,u+1f9c3,beverage_box,🧃,beverage box
0771,u+1f9c9,mate,🧉,mate
0772,u+1f9ca,ice,🧊,ice
0773,u+1f962,chopsticks,🥢,chopsticks
0774,u+1f37d,fork_and_knife_with_plate,🍽,fork and knife with plate
0775,u+1f374,fork_and_knife,🍴,fork and knife
0776,u+1f944,spoon,🥄,spoon
0777,u+1f52a,kitchen_knife,🔪,kitchen knife
0778,u+1f3fa,amphora,🏺,amphora
0779,u+1f30d,globe_showing_europe_africa,🌍,globe showing Europe-Africa
0780,u+1f30e,globe_showing_americas,🌎,globe showing Americas
0781,u+1f30f,globe_showing_asia_australia,🌏,globe showing Asia-Australia
0782,u+1f310,globe_with_meridians,🌐,globe with meridians
0783,u+1f5fa,world_map,🗺,world map
0784,u+1f5fe,map_of_japan,🗾,map of Japan
0785,u+1f9ed,compass,🧭,compass
0786,u+1f3d4,snow_capped_mountain,🏔,snow-capped mountain
0787,u+26f0,mountain,⛰,mountain
0788,u+1f30b,volcano,🌋,volcano
0789,u+1f5fb,mount_fuji,🗻,mount fuji
0790,u+1f3d5,camping,🏕,camping
0791,u+1f3d6,beach_with_umbrella,🏖,beach with umbrella
0792,u+1f3dc,desert,🏜,desert
0793,u+1f3dd,desert_island,🏝,desert island
0794,u+1f3de,national_park,🏞,national park
0795,u+1f3df,stadium,🏟,stadium
0796,u+1f3db,classical_building,🏛,classical building
0797,u+1f3d7,building_construction,🏗,building construction
0798,u+1f9f1,brick,🧱,brick
0799,u+1faa8,rock,🪨,rock
0800,u+1fab5,wood,🪵,wood
0801,u+1f6d6,hut,🛖,hut
0802,u+1f3d8,houses,🏘,houses
0803,u+1f3da,derelict_house,🏚,derelict house
0804,u+1f3e0,house,🏠,house
0805,u+1f3e1,house_with_garden,🏡,house with garden
0806,u+1f3e2,office_building,🏢,office building
0807,u+1f3e3,japanese_post_office,🏣,Japanese post office
0808,u+1f3e4,post_office,🏤,post office
0809,u+1f3e5,hospital,🏥,hospital
0810,u+1f3e6,bank,🏦,bank
0811,u+1f3e8,hotel,🏨,hotel
0812,u+1f3e9,love_hotel,🏩,love hotel
0813,u+1f3ea,convenience_store,🏪,convenience store
0814,u+1f3eb,school,🏫,school
0815,u+1f3ec,department_store,🏬,department store
0816,u+1f3ed,factory,🏭,factory
0817,u+1f3ef,japanese_castle,🏯,Japanese castle
0818,u+1f3f0,castle,🏰,castle
0819,u+1f492,wedding,💒,wedding
0820,u+1f5fc,tokyo_tower,🗼,Tokyo tower
0821,u+1f5fd,statue_of_liberty,🗽,Statue of Liberty
0822,u+26ea,church,⛪,church
0823,u+1f54c,mosque,🕌,mosque
0824,u+1f6d5,hindu_temple,🛕,hindu temple
0825,u+1f54d,synagogue,🕍,synagogue
0826,u+26e9,shinto_shrine,⛩,shinto shrine
0827,u+1f54b,kaaba,🕋,kaaba
0828,u+26f2,fountain,⛲,fountain
0829,u+26fa,tent,⛺,tent
0830,u+1f301,foggy,🌁,foggy
0831,u+1f303,night_with_stars,🌃,night with stars
0832,u+1f3d9,cityscape,🏙,cityscape
0833,u+1f304,sunrise_over_mountains,🌄,sunrise over mountains
0834,u+1f305,sunrise,🌅,sunrise
0835,u+1f306,cityscape_at_dusk,🌆,cityscape at dusk
0836,u+1f307,sunset,🌇,sunset
0837,u+1f309,bridge_at_night,🌉,bridge at night
0838,u+2668,hot_springs,♨,hot springs
0839,u+1f3a0,carousel_horse,🎠,carousel horse
0840,u+1f3a1,ferris_wheel,🎡,ferris wheel
0841,u+1f3a2,roller_coaster,🎢,roller coaster
0842,u+1f488,barber_pole,💈,barber pole
0843,u+1f3aa,circus_tent,🎪,circus tent
0844,u+1f682,locomotive,🚂,locomotive
0845,u+1f683,railway_car,🚃,railway car
0846,u+1f684,high_speed_train,🚄,high-speed train
0847,u+1f685,bullet_train,🚅,bullet train
0848,u+1f686,train,🚆,train
0849,u+1f687,metro,🚇,metro
0850,u+1f688,light_rail,🚈,light rail
0851,u+1f689,station,🚉,station
0852,u+1f68a,tram,🚊,tram
0853,u+1f69d,monorail,🚝,monorail
0854,u+1f69e,mountain_railway,🚞,mountain railway
0855,u+1f68b,tram_car,🚋,tram car
0856,u+1f68c,bus,🚌,bus
0857,u+1f68d,oncoming_bus,🚍,oncoming bus
0858,u+1f68e,trolleybus,🚎,trolleybus
0859,u+1f690,minibus,🚐,minibus
0860,u+1f691,ambulance,🚑,ambulance
0861,u+1f692,fire_engine,🚒,fire engine
0862,u+1f693,police_car,🚓,police car
0863,u+1f694,oncoming_police_car,🚔,oncoming police car
0864,u+1f695,taxi,🚕,taxi
0865,u+1f696,oncoming_taxi,🚖,oncoming taxi
0866,u+1f697,automobile,🚗,automobile
0867,u+1f698,oncoming_automobile,🚘,oncoming automobile
0868,u+1f699,sport_utility_vehicle,🚙,sport utility vehicle
0869,u+1f6fb,pickup_truck,🛻,pickup truck
0870,u+1f69a,delivery_truck,🚚,delivery truck
0871,u+1f69b,articulated_lorry,🚛,articulated lorry
0872,u+1f69c,tractor,🚜,tractor
0873,u+1f3ce,racing_car,🏎,racing car
0874,u+1f3cd,motorcycle,🏍,motorcycle
0875,u+1f6f5,motor_scooter,🛵,motor scooter
0876,u+1f9bd,manual_wheelchair,🦽,manual wheelchair
0877,u+1f9bc,motorized_wheelchair,🦼,motorized wheelchair
0878,u+1f6fa,auto_rickshaw,🛺,auto rickshaw
