number,code,emoji,emoji-symbol,title
0879,u+1f6b2,bicycle,🚲,bicycle
0880,u+1f6f4,kick_scooter,🛴,kick scooter
0881,u+1f6f9,skateboard,🛹,skateboard
0882,u+1f6fc,roller_skate,🛼,roller skate
0883,u+1f68f,bus_stop,🚏,bus stop
0884,u+1f6e3,motorway,🛣,motorway
0885,u+1f6e4,railway_track,🛤,railway track
0886,u+1f6e2,oil_drum,🛢,oil drum
0887,u+26fd,fuel_pump,⛽,fuel pump
0888,u+1f6a8,police_car_light,🚨,police car light
0889,u+1f6a5,horizontal_traffic_light,🚥,horizontal traffic light
0890,u+1f6a6,vertical_traffic_light,🚦,vertical traffic light
0891,u+1f6d1,stop_sign,🛑,stop sign
0892,u+1f6a7,construction,🚧,construction
0893,u+2693,anchor,⚓,anchor
0894,u+26f5,sailboat,⛵,sailboat
0895,u+1f6f6,canoe,🛶,canoe
0896,u+1f6a4,speedboat,🚤,speedboat
0897,u+1f6f3,passenger_ship,🛳,passenger ship
0898,u+26f4,ferry,⛴,ferry
0899,u+1f6e5,motor_boat,🛥,motor boat
0900,u+1f6a2,ship,🚢,ship
0901,u+2708,airplane,✈,airplane
0902,u+1f6e9,small_airplane,🛩,small airplane
0903,u+1f6eb,airplane_departure,🛫,airplane departure
0904,u+1f6ec,airplane_arrival,🛬,airplane arrival
0905,u+1fa82,parachute,🪂,parachute
0906,u+1f4ba,seat,💺,seat
0907,u+1f681,helicopter,🚁,helicopter
0908,u+1f69f,suspension_railway,🚟,suspension railway
0909,u+1f6a0,mountain_cableway,🚠,mountain cableway
0910,u+1f6a1,aerial_tramway,🚡,aerial tramway
0911,u+1f6f0,satellite,🛰,satellite
0912,u+1f680,rocket,🚀,rocket
0913,u+1f6f8,flying_saucer,🛸,flying saucer
0914,u+1f6ce,bellhop_bell,🛎,bellhop bell
0915,u+1f9f3,luggage,🧳,luggage
0916,u+231b,hourglass_done,⌛,hourglass done
0917,u+23f3,hourglass_not_done,⏳,hourglass not done
0918,u+231a,watch,⌚,watch
0919,u+23f0,alarm_clock,⏰,alarm clock
0920,u+23f1,stopwatch,⏱,stopwatch
0921,u+23f2,timer_clock,⏲,timer clock
0922,u+1f570,mantelpiece_clock,🕰,mantelpiece clock
0923,u+1f55b,twelve_oclock,🕛,twelve o’clock
0924,u+1f567,twelve_thirty,🕧,twelve-thirty
0925,u+1f550,one_oclock,🕐,one o’clock
0926,u+1f55c,one_thirty,🕜,one-thirty
0927,u+1f551,two_oclock,🕑,two o’clock
0928,u+1f55d,two_thirty,🕝,two-thirty
0929,u+1f552,three_oclock,🕒,three o’clock
0930,u+1f55e,three_thirty,🕞,three-thirty
0931,u+1f553,four_oclock,🕓,four o’clock
0932,u+1f55f,four_thirty,🕟,four-thirty
0933,u+1f554,five_oclock,🕔,five o’clock
0934,u+1f560,five_thirty,🕠,five-thirty
0935,u+1f555,six_oclock,🕕,six o’clock
0936,u+1f561,six_thirty,🕡,six-thirty
0937,u+1f556,seven_oclock,🕖,seven o’clock
0938,u+1f562,seven_thirty,🕢,seven-thirty
0939,u+1f557,eight_oclock,🕗,eight o’clock
0940,u+1f563,eight_thirty,🕣,eight-thirty
0941,u+1f558,nine_oclock,🕘,nine o’clock
0942,u+1f564,nine_thirty,🕤,nine-thirty
0943,u+1f559,ten_oclock,🕙,ten o’clock
0944,u+1f565,ten_thirty,🕥,ten-thirty
0945,u+1f55a,eleven_oclock,🕚,eleven o’clock
0946,u+1f566,eleven_thirty,🕦,eleven-thirty
0947,u+1f311,new_moon,🌑,new moon
0948,u+1f312,waxing_crescent_moon,🌒,waxing crescent moon
0949,u+1f313,first_quarter_moon,🌓,first quarter moon
0950,u+1f314,waxing_gibbous_moon,🌔,waxing gibbous moon
0951,u+1f315,full_moon,🌕,full moon
0952,u+1f316,waning_gibbous_moon,🌖,waning gibbous moon
0953,u+1f317,last_quarter_moon,🌗,last quarter moon
0954,u+1f318,waning_crescent_moon,🌘,waning crescent moon
0955,u+1f319,crescent_moon,🌙,crescent moon
0956,u+1f31a,new_moon_face,🌚,new moon face
0957,u+1f31b,first_quarter_moon_face,🌛,first quarter moon face
0958,u+1f31c,last_quarter_moon_face,🌜,last quarter moon face
0959,u+1f321,thermometer,🌡,thermometer
0960,u+2600,sun,☀,sun
0961,u+1f31d,full_moon_face,🌝,full moon face
0962,u+1f31e,sun_with_face,🌞,sun with face
0963,u+1fa90,ringed_planet,🪐,ringed planet
0964,u+2b50,star,⭐,star
0965,u+1f31f,glowing_star,🌟,glowing star
0966,u+1f320,shooting_star,🌠,shooting star
0967,u+1f30c,milky_way,🌌,milky way
0968,u+2601,cloud,☁,cloud
0969,u+26c5,sun_behind_cloud,⛅,sun behind cloud
0970,u+26c8,cloud_with_lightning_and_rain,⛈,cloud with lightning and rain
0971,u+1f324,sun_behind_small_cloud,🌤,sun behind small cloud
0972,u+1f325,sun_behind_large_cloud,🌥,sun behind large cloud
0973,u+1f326,sun_behind_rain_cloud,🌦,sun behind rain cloud
0974,u+1f327,cloud_with_rain,🌧,cloud with rain
0975,u+1f328,cloud_with_snow,🌨,cloud with snow
0976,u+1f329,cloud_with_lightning,🌩,cloud with lightning
0977,u+1f32a,tornado,🌪,tornado
0978,u+1f32b,fog,🌫,fog
0979,u+1f32c,wind_face,🌬,wind face
0980,u+1f300,cyclone,🌀,cyclone
0981,u+1f308,rainbow,🌈,rainbow
0982,u+1f302,closed_umbrella,🌂,closed umbrella
0983,u+2602,umbrella,☂,umbrella
0984,u+2614,umbrella_with_rain_drops,☔,umbrella with rain drops
0985,u+26f1,umbrella_on_ground,⛱,umbrella on ground
0986,u+26a1,high_voltage,⚡,high voltage
0987,u+2744,snowflake,❄,snowflake
0988,u+2603,snowman,☃,snowman
0989,u+26c4,snowman_without_snow,⛄,snowman without snow
0990,u+2604,comet,☄,comet
0991,u+1f525,fire,🔥,fire
0992,u+1f4a7,droplet,💧,droplet
0993,u+1f30a,water_wave,🌊,water wave
0994,u+1f383,jack_o_lantern,🎃,jack-o-lantern
0995,u+1f384,christmas_tree,🎄,christmas tree
0996,u+1f386,fireworks,🎆,fireworks
0997,u+1f387,sparkler,🎇,sparkler
0998,u+1f9e8,firecracker,🧨,firecracker
0999,u+2728,sparkles,✨,sparkles
1000,u+1f388,balloon,🎈,balloon
1001,u+1f389,party_popper,🎉,party popper
1002,u+1f38a,confetti_ball,🎊,confetti ball
1003,u+1f38b,tanabata_tree,🎋,tanabata tree
1004,u+1f38d,pine_decoration,🎍,pine decoration
1005,u+1f38e,japanese_dolls,🎎,Japanese dolls
1006,u+1f38f,carp_streamer,🎏,carp streamer
1007,u+1f390,wind_chime,🎐,wind chime
1008,u+1f391,moon_viewing_ceremony,🎑,moon viewing ceremony
1009,u+1f9e7,red_envelope,🧧,red envelope
1010,u+1f380,ribbon,🎀,ribbon
1011,u+1f381,wrapped_gift,🎁,wrapped gift
1012,u+1f397,reminder_ribbon,🎗,reminder ribbon
1013,u+1f39f,admission_tickets,🎟,admission tickets
1014,u+1f3ab,ticket,🎫,ticket
1015,u+1f396,military_medal,🎖,military medal
1016,u+1f3c6,trophy,🏆,trophy
1017,u+1f3c5,sports_medal,🏅,sports medal
1018,u+1f947,1st_place_medal,🥇,1st place medal
1019,u+1f948,2nd_place_medal,🥈,2nd place medal
1020,u+1f949,3rd_place_medal,🥉,3rd place medal
1021,u+26bd,soccer_ball,⚽,soccer ball
1022,u+26be,baseball,⚾,baseball
1023,u+1f94e,softball,🥎,softball
1024,u+1f3c0,basketball,🏀,basketball
1025,u+1f3d0,volleyball,🏐,volleyball
1026,u+1f3c8,american_football,🏈,american football
1027,u+1f3c9,rugby_football,🏉,rugby football
1028,u+1f3be,tennis,🎾,tennis
1029,u+1f94f,flying_disc,🥏,flying disc
1030,u+1f3b3,bowling,🎳,bowling
1031,u+1f3cf,cricket_game,🏏,cricket game
1032,u+1f3d1,field_hockey,🏑,field hockey
1033,u+1f3d2,ice_hockey,🏒,ice hockey
1034,u+1f94d,lacrosse,🥍,lacrosse
1035,u+1f3d3,ping_pong,🏓,ping pong
1036,u+1f3f8,badminton,🏸,badminton
1037,u+1f94a,boxing_glove,🥊,boxing glove
1038,u+1f94b,martial_arts_uniform,🥋,martial arts uniform
1039,u+1f945,goal_net,🥅,goal net
1040,u+26f3,flag_in_hole,⛳,flag in hole
1041,u+26f8,ice_skate,⛸,ice skate
1042,u+1f3a3,fishing_pole,🎣,fishing pole
1043,u+1f93f,diving_mask,🤿,diving mask
1044,u+1f3bd,running_shirt,🎽,running shirt
1045,u+1f3bf,skis,🎿,skis
1046,u+1f6f7,sled,🛷,sled
1047,u+1f94c,curling_stone,🥌,curling stone
1048,u+1f3af,bullseye,🎯,bullseye
1049,u+1fa80,yoyo,🪀,yoyo
1050,u+1fa81,kite,🪁,kite
1051,u+1f3b1,pool_8_ball,🎱,pool 8 ball
1052,u+1f52e,crystal_ball,🔮,crystal ball
1053,u+1fa84,magic_wand,🪄,magic wand
1054,u+1f9ff,nazar_amulet,🧿,nazar amulet
1055,u+1f3ae,video_game,🎮,video game
1056,u+1f579,joystick,🕹,joystick
1057,u+1f3b0,slot_machine,🎰,slot machine
1058,u+1f3b2,game_die,🎲,game die
1059,u+1f9e9,puzzle_piece,🧩,puzzle piece
1060,u+1f9f8,teddy_bear,🧸,teddy bear
1061,u+1fa85,pinata,🪅,piñata
1062,u+1fa86,nesting_dolls,🪆,nesting dolls
1063,u+2660,spade_suit,♠,spade suit
1064,u+2665,heart_suit,♥,heart suit
1065,u+2666,diamond_suit,♦,diamond suit
1066,u+2663,club_suit,♣,club suit
1067,u+265f,chess_pawn,♟,chess pawn
1068,u+1f0cf,joker,🃏,joker
1069,u+1f004,mahjong_red_dragon,🀄,mahjong red dragon
1070,u+1f3b4,flower_playing_cards,🎴,flower playing cards
1071,u+1f3ad,performing_arts,🎭,performing arts
1072,u+1f5bc,framed_picture,🖼,framed picture
1073,u+1f3a8,artist_palette,🎨,artist palette
1074,u+1f9f5,thread,🧵,thread
1075,u+1faa1,sewing_needle,🪡,sewing needle
1076,u+1f9f6,yarn,🧶,yarn
1077,u+1faa2,knot,🪢,knot
1078,u+1f453,glasses,👓,glasses
1079,u+1f576,sunglasses,🕶,sunglasses
1080,u+1f97d,goggles,🥽,goggles
1081,u+1f97c,lab_coat,🥼,lab coat
1082,u+1f9ba,safety_vest,🦺,safety vest
1083,u+1f454,necktie,👔,necktie
1084,u+1f455,t_shirt,👕,t-shirt
1085,u+1f456,jeans,👖,jeans
1086,u+1f9e3,scarf,🧣,scarf
1087,u+1f9e4,gloves,🧤,gloves
1088,u+1f9e5,coat,🧥,coat
1089,u+1f9e6,socks,🧦,socks
1090,u+1f457,dress,👗,dress
1091,u+1f458,kimono,👘,kimono
1092,u+1f97b,sari,🥻,sari
1093,u+1fa71,one_piece_swimsuit,🩱,one-piece swimsuit
1094,u+1fa72,briefs,🩲,briefs
1095,u+1fa73,shorts,🩳,shorts
1096,u+1f459,bikini,👙,bikini
1097,u+1f45a,womans_clothes,👚,woman’s clothes
1098,u+1f45b,purse,👛,purse
1099,u+1f45c,handbag,👜,handbag
1100,u+1f45d,clutch_bag,👝,clutch bag
1101,u+1f6cd,shopping_bags,🛍,shopping bags
1102,u+1f392,backpack,🎒,backpack
1103,u+1fa74,thong_sandal,🩴,thong sandal
1104,u+1f45e,mans_shoe,👞,man’s shoe
1105,u+1f45f,running_shoe,👟,running shoe
1106,u+1f97e,hiking_boot,🥾,hiking boot
1107,u+1f97f,flat_shoe,🥿,flat shoe
1108,u+1f460,high_heeled_shoe,👠,high-heeled shoe
1109,u+1f461,womans_sandal,👡,woman’s sandal
1110,u+1fa70,ballet_shoes,🩰,ballet shoes
1111,u+1f462,womans_boot,👢,woman’s boot
1112,u+1f451,crown,👑,crown
1113,u+1f452,womans_hat,👒,woman’s hat
1114,u+1f3a9,top_hat,🎩,top hat
1115,u+1f393,graduation_cap,🎓,graduation cap
1116,u+1f9e2,billed_cap,🧢,billed cap
1117,u+1fa96,military_helmet,🪖,military helmet
1118,u+26d1,rescue_workers_helmet,⛑,rescue worker’s helmet
1119,u+1f4ff,prayer_beads,📿,prayer beads
1120,u+1f484,lipstick,💄,lipstick
1121,u+1f48d,ring,💍,ring
1122,u+1f48e,gem_stone,💎,gem stone
1123,u+1f507,muted_speaker,🔇,muted speaker
1124,u+1f508,speaker_low_volume,🔈,speaker low volume
1125,u+1f509,speaker_medium_volume,🔉,speaker medium volume
1126,u+1f50a,speaker_high_volume,🔊,speaker high volume
1127,u+1f4e2,loudspeaker,📢,loudspeaker
1128,u+1f4e3,megaphone,📣,megaphone
1129,u+1f4ef,postal_horn,📯,postal horn
1130,u+1f514,bell,🔔,bell
1131,u+1f515,bell_with_slash,🔕,bell with slash
1132,u+1f3bc,musical_score,🎼,musical score
1133,u+1f3b5,musical_note,🎵,musical note
1134,u+1f3b6,musical_notes,🎶,musical notes
1135,u+1f399,studio_microphone,🎙,studio microphone
1136,u+1f39a,level_slider,🎚,level slider
1137,u+1f39b,control_knobs,🎛,control knobs
1138,u+1f3a4,microphone,🎤,microphone
1139,u+1f3a7,headphone,🎧,headphone
1140,u+1f4fb,radio,📻,radio
1141,u+1f3b7,saxophone,🎷,saxophone
1142,u+1fa97,accordion,🪗,accordion
1143,u+1f3b8,guitar,🎸,guitar
1144,u+1f3b9,musical_keyboard,🎹,musical keyboard
1145,u+1f3ba,trumpet,🎺,trumpet
1146,u+1f3bb,violin,🎻,violin
1147,u+1fa95,banjo,🪕,banjo
1148,u+1f941,drum,🥁,drum
1149,u+1fa98,long_drum,🪘,long drum
1150,u+1f4f1,mobile_phone,📱,mobile phone
1151,u+1f4f2,mobile_phone_with_arrow,📲,mobile phone with arrow
1152,u+260e,telephone,☎,telephone
1153,u+1f4de,telephone_receiver,📞,telephone receiver
1154,u+1f4df,pager,📟,pager
1155,u+1f4e0,fax_machine,📠,fax machine
1156,u+1f50b,battery,🔋,battery
1157,u+1f50c,electric_plug,🔌,electric plug
1158,u+1f4bb,laptop,💻,laptop
1159,u+1f5a5,desktop_computer,🖥,desktop computer
1160,u+1f5a8,printer,🖨,printer
1161,u+2328,keyboard,⌨,keyboard
1162,u+1f5b1,computer_mouse,🖱,computer mouse
1163,u+1f5b2,trackball,🖲,trackball
1164,u+1f4bd,computer_disk,💽,computer disk
1165,u+1f4be,floppy_disk,💾,floppy disk
1166,u+1f4bf,optical_disk,💿,optical disk
1167,u+1f4c0,dvd,📀,dvd
1168,u+1f9ee,abacus,🧮,abacus
1169,u+1f3a5,movie_camera,🎥,movie camera
1170,u+1f39e,film_frames,🎞,film frames
1171,u+1f4fd,film_projector,📽,film projector
1172,u+1f3ac,clapper_board,🎬,clapper board
1173,u+1f4fa,television,📺,television
1174,u+1f4f7,camera,📷,camera
1175,u+1f4f8,camera_with_flash,📸,camera with flash
1176,u+1f4f9,video_camera,📹,video camera
1177,u+1f4fc,videocassette,📼,videocassette
1178,u+1f50d,magnifying_glass_tilted_left,🔍,magnifying glass tilted left
1179,u+1f50e,magnifying_glass_tilted_right,🔎,magnifying glass tilted right
1180,u+1f56f,candle,🕯,candle
1181,u+1f4a1,light_bulb,💡,light bulb
1182,u+1f526,flashlight,🔦,flashlight
1183,u+1f3ee,red_paper_lantern,🏮,red paper lantern
1184,u+1fa94,diya_lamp,🪔,diya lamp
1185,u+1f4d4,notebook_with_decorative_cover,📔,notebook with decorative cover
1186,u+1f4d5,closed_book,📕,closed book
1187,u+1f4d6,open_book,📖,open book
1188,u+1f4d7,green_book,📗,green book
1189,u+1f4d8,blue_book,📘,blue book
1190,u+1f4d9,orange_book,📙,orange book
1191,u+1f4da,books,📚,books
1192,u+1f4d3,notebook,📓,notebook
1193,u+1f4d2,ledger,📒,ledger
1194,u+1f4c3,page_with_curl,📃,page with curl
1195,u+1f4dc,scroll,📜,scroll
1196,u+1f4c4,page_facing_up,📄,page facing up
1197,u+1f4f0,newspaper,📰,newspaper
1198,u+1f5de,rolled_up_newspaper,🗞,rolled-up newspaper
1199,u+1f4d1,bookmark_tabs,📑,bookmark tabs
1200,u+1f516,bookmark,🔖,bookmark
1201,u+1f3f7,label,🏷,label
1202,u+1f4b0,money_bag,💰,money bag
1203,u+1fa99,coin,🪙,coin
1204,u+1f4b4,yen_banknote,💴,yen banknote
1205,u+1f4b5,dollar_banknote,💵,dollar banknote
1206,u+1f4b6,euro_banknote,💶,euro banknote
1207,u+1f4b7,pound_banknote,💷,pound banknote
1208,u+1f4b8,money_with_wings,💸,money with wings
1209,u+1f4b3,credit_card,💳,credit card
1210,u+1f9fe,receipt,🧾,receipt
1211,u+1f4b9,chart_increasing_with_yen,💹,chart increasing with yen
1212,u+2709,envelope,✉,envelope
1213,u+1f4e7,email,📧,e-mail
1214,u+1f4e8,incoming_envelope,📨,incoming envelope
1215,u+1f4e9,envelope_with_arrow,📩,envelope with arrow
1216,u+1f4e4,outbox_tray,📤,outbox tray
1217,u+1f4e5,inbox_tray,📥,inbox tray
1218,u+1f4e6,package,📦,package
1219,u+1f4eb,closed_mailbox_with_raised_flag,📫,closed mailbox with raised flag
1220,u+1f4ea,closed_mailbox_with_lowered_flag,📪,closed mailbox with lowered flag
1221,u+1f4ec,open_mailbox_with_raised_flag,📬,open mailbox with raised flag
1222,u+1f4ed,open_mailbox_with_lowered_flag,📭,open mailbox with lowered flag
1223,u+1f4ee,postbox,📮,postbox
1224,u+1f5f3,ballot_box_with_ballot,🗳,ballot box with ballot
1225,u+270f,pencil,✏,pencil
1226,u+2712,black_nib,✒,black nib
1227,u+1f58b,fountain_pen,🖋,fountain pen
1228,u+1f58a,pen,🖊,pen
1229,u+1f58c,paintbrush,🖌,paintbrush
1230,u+1f58d,crayon,🖍,crayon
1231,u+1f4dd,memo,📝,memo
1232,u+1f4bc,briefcase,💼,briefcase
1233,u+1f4c1,file_folder,📁,file folder
1234,u+1f4c2,open_file_folder,📂,open file folder
1235,u+1f5c2,card_index_dividers,🗂,card index dividers
1236,u+1f4c5,calendar,📅,calendar
1237,u+1f4c6,tearoff_calendar,📆,tear-off calendar
1238,u+1f5d2,spiral_notepad,🗒,spiral notepad
1239,u+1f5d3,spiral_calendar,🗓,spiral calendar
1240,u+1f4c7,card_index,📇,card index
1241,u+1f4c8,chart_increasing,📈,chart increasing
1242,u+1f4c9,chart_decreasing,📉,chart decreasing
1243,u+1f4ca,bar_chart,📊,bar chart
1244,u+1f4cb,clipboard,📋,clipboard
1245,u+1f4cc,pushpin,📌,pushpin
1246,u+1f4cd,round_pushpin,📍,round pushpin
1247,u+1f4ce,paperclip,📎,paperclip
1248,u+1f587,linked_paperclips,🖇,linked paperclips
1249,u+1f4cf,straight_ruler,📏,straight ruler
1250,u+1f4d0,triangular_ruler,📐,triangular ruler
1251,u+2702,scissors,✂,scissors
1252,u+1f5c3,card_file_box,🗃,card file box
1253,u+1f5c4,file_cabinet,🗄,file cabinet
1254,u+1f5d1,wastebasket,🗑,wastebasket
1255,u+1f512,locked,🔒,locked
1256,u+1f513,unlocked,🔓,unlocked
1257,u+1f50f,locked_with_pen,🔏,locked with pen
1258,u+1f510,locked_with_key,🔐,locked with key
1259,u+1f511,key,🔑,key
1260,u+1f5dd,old_key,🗝,old key
1261,u+1f528,hammer,🔨,hammer
1262,u+1fa93,axe,🪓,axe
1263,u+26cf,pick,⛏,pick
1264,u+2692,hammer_and_pick,⚒,hammer and pick
1265,u+1f6e0,hammer_and_wrench,🛠,hammer and wrench
1266,u+1f5e1,dagger,🗡,dagger
1267,u+2694,crossed_swords,⚔,crossed swords
1268,u+1f52b,water_pistol,🔫,water pistol
1269,u+1fa83,boomerang,🪃,boomerang
1270,u+1f3f9,bow_and_arrow,🏹,bow and arrow
1271,u+1f6e1,shield,🛡,shield
1272,u+1fa9a,carpentry_saw,🪚,carpentry saw
1273,u+1f527,wrench,🔧,wrench
1274,u+1fa9b,screwdriver,🪛,screwdriver
1275,u+1f529,nut_and_bolt,🔩,nut and bolt
1276,u+2699,gear,⚙,gear
1277,u+1f5dc,clamp,🗜,clamp
1278,u+2696,balance_scale,⚖,balance scale
1279,u+1f9af,white_cane,🦯,white cane
1280,u+1f517,link,🔗,link
1281,u+26d3,chains,⛓,chains
1282,u+1fa9d,hook,🪝,hook
1283,u+1f9f0,toolbox,🧰,toolbox
1284,u+1f9f2,magnet,🧲,magnet
1285,u+1fa9c,ladder,🪜,ladder
1286,u+2697,alembic,⚗,alembic
1287,u+1f9ea,test_tube,🧪,test tube
1288,u+1f9eb,petri_dish,🧫,petri dish
1289,u+1f9ec,dna,🧬,dna
1290,u+1f52c,microscope,🔬,microscope
1291,u+1f52d,telescope,🔭,telescope
1292,u+1f4e1,satellite_antenna,📡,satellite antenna
1293,u+1f489,syringe,💉,syringe
1294,u+1fa78,drop_of_blood,🩸,drop of blood
1295,u+1f48a,pill,💊,pill
1296,u+1fa79,adhesive_bandage,🩹,adhesive bandage
1297,u+1fa7a,stethoscope,🩺,stethoscope
1298,u+1f6aa,door,🚪,door
1299,u+1f6d7,elevator,🛗,elevator
1300,u+1fa9e,mirror,🪞,mirror
1301,u+1fa9f,window,🪟,window
1302,u+1f6cf,bed,🛏,bed
1303,u+1f6cb,couch_and_lamp,🛋,couch and lamp
1304,u+1fa91,chair,🪑,chair
1305,u+1f6bd,toilet,🚽,toilet
1306,u+1faa0,plunger,🪠,plunger
1307,u+1f6bf,shower,🚿,shower
1308,u+1f6c1,bathtub,🛁,bathtub
1309,u+1faa4,mouse_trap,🪤,mouse trap
1310,u+1fa92,razor,🪒,razor
1311,u+1f9f4,lotion_bottle,🧴,lotion bottle
1312,u+1f9f7,safety_pin,🧷,safety pin
1313,u+1f9f9,broom,🧹,broom
1314,u+1f9fa,basket,🧺,basket
1315,u+1f9fb,roll_of_paper,🧻,roll of paper
1316,u+1faa3,bucket,🪣,bucket
1317,u+1f9fc,soap,🧼,soap
1318,u+1faa5,toothbrush,🪥,toothbrush
1319,u+1f9fd,sponge,🧽,sponge
1320,u+1f9ef,fire_extinguisher,🧯,fire extinguisher
1321,u+1f6d2,shopping_cart,🛒,shopping cart
1322,u+1f6ac,cigarette,🚬,cigarette
1323,u+26b0,coffin,⚰,coffin
1324,u+1faa6,headstone,🪦,headstone
1325,u+26b1,funeral_urn,⚱,funeral urn
1326,u+1f5ff,moai,🗿,moai
1327,u+1faa7,placard,🪧,placard
1328,u+1f3e7,atm_sign,🏧,ATM sign
1329,u+1f6ae,litter_in_bin_sign,🚮,litter in bin sign
1330,u+1f6b0,potable_water,🚰,potable water
1331,u+267f,wheelchair_symbol,♿,wheelchair symbol
1332,u+1f6b9,mens_room,🚹,men’s room
1333,u+1f6ba,womens_room,🚺,women’s room
1334,u+1f6bb,restroom,🚻,restroom
1335,u+1f6bc,baby_symbol,🚼,baby symbol
1336,u+1f6be,water_closet,🚾,water closet
1337,u+1f6c2,passport_control,🛂,passport control
1338,u+1f6c3,customs,🛃,customs
1339,u+1f6c4,baggage_claim,🛄,baggage claim
1340,u+1f6c5,left_luggage,🛅,left luggage
1341,u+26a0,warning,⚠,warning
1342,u+1f6b8,children_crossing,🚸,children crossing
1343,u+26d4,no_entry,⛔,no entry
1344,u+1f6ab,prohibited,🚫,prohibited
1345,u+1f6b3,no_bicycles,🚳,no bicycles
1346,u+1f6ad,no_smoking,🚭,no smoking
1347,u+1f6af,no_littering,🚯,no littering
1348,u+1f6b1,non_potable_water,🚱,non-potable water
1349,u+1f6b7,no_pedestrians,🚷,no pedestrians
1350,u+1f4f5,no_mobile_phones,📵,no mobile phones
1351,u+1f51e,no_one_under_eighteen,🔞,no one under eighteen
1352,u+2622,radioactive,☢,radioactive
1353,u+2623,biohazard,☣,biohazard
1354,u+2b06,up_arrow,⬆,up arrow
1355,u+2197,up_right_arrow,↗,up-right arrow
1356,u+27a1,right_arrow,➡,right arrow
1357,u+2198,down_right_arrow,↘,down-right arrow
1358,u+2b07,down_arrow,⬇,down arrow
1359,u+2199,down_left_arrow,↙,down-left arrow
1360,u+2b05,left_arrow,⬅,left arrow
1361,u+2196,up_left_arrow,↖,up-left arrow
1362,u+2195,up_down_arrow,↕,up-down arrow
1363,u+2194,left_right_arrow,↔,left-right arrow
1364,u+21a9,right_arrow_curving_left,↩,right arrow curving left
1365,u+21aa,left_arrow_curving_right,↪,left arrow curving right
1366,u+2934,right_arrow_curving_up,⤴,right arrow curving up
1367,u+2935,right_arrow_curving_down,⤵,right arrow curving down
1368,u+1f503,clockwise_vertical_arrows,🔃,clockwise vertical arrows
1369,u+1f504,counterclockwise_arrows_button,🔄,counterclockwise arrows button
1370,u+1f519,back_arrow,🔙,BACK arrow
1371,u+1f51a,end_arrow,🔚,END arrow
1372,u+1f51b,on_arrow,🔛,ON! arrow
1373,u+1f51c,soon_arrow,🔜,SOON arrow
1374,u+1f51d,top_arrow,🔝,TOP arrow
1375,u+1f6d0,place_of_worship,🛐,place of worship
1376,u+269b,atom_symbol,⚛,atom symbol
1377,u+1f549,om,🕉,om
1378,u+2721,star_of_david,✡,star of David
1379,u+2638,wheel_of_dharma,☸,wheel of dharma
1380,u+262f,yin_yang,☯,yin yang
1381,u+271d,latin_cross,✝,latin cross
1382,u+2626,orthodox_cross,☦,orthodox cross
1383,u+262a,star_and_crescent,☪,star and crescent
1384,u+262e,peace_symbol,☮,peace symbol
1385,u+1f54e,menorah,🕎,menorah
1386,u+1f52f,dotted_six_pointed_star,🔯,dotted six-pointed star
1387,u+2648,aries,♈,Aries
1388,u+2649,taurus,♉,Taurus
1389,u+264a,gemini,♊,Gemini
1390,u+264b,cancer,♋,Cancer
1391,u+264c,leo,♌,Leo
1392,u+264d,virgo,♍,Virgo
1393,u+264e,libra,♎,Libra
1394,u+264f,scorpio,♏,Scorpio
1395,u+2650,sagittarius,♐,Sagittarius
1396,u+2651,capricorn,♑,Capricorn
1397,u+2652,aquarius,♒,Aquarius
1398,u+2653,pisces,♓,Pisces
1399,u+26ce,ophiuchus,⛎,Ophiuchus
1400,u+1f500,shuffle_tracks_button,🔀,shuffle tracks button
1401,u+1f501,repeat_button,🔁,repeat button
1402,u+1f502,repeat_single_button,🔂,repeat single button
1403,u+25b6,play_button,▶,play button
1404,u+23e9,fast_forward_button,⏩,fast-forward button
1405,u+23ed,next_track_button,⏭,next track button
1406,u+23ef,play_or_pause_button,⏯,play or pause button
1407,u+25c0,reverse_button,◀,reverse button
1408,u+23ea,fast_reverse_button,⏪,fast reverse button
1409,u+23ee,last_track_button,⏮,last track button
1410,u+1f53c,upwards_button,🔼,upwards button
1411,u+23eb,fast_up_button,⏫,fast up button
1412,u+1f53d,downwards_button,🔽,downwards button
1413,u+23ec,fast_down_button,⏬,fast down button
1414,u+23f8,pause_button,⏸,pause button
1415,u+23f9,stop_button,⏹,stop button
1416,u+23fa,record_button,⏺,record button
1417,u+23cf,eject_button,⏏,eject button
1418,u+1f3a6,cinema,🎦,cinema
1419,u+1f505,dim_button,🔅,dim button
1420,u+1f506,bright_button,🔆,bright button
1421,u+1f4f6,antenna_bars,📶,antenna bars
1422,u+1f4f3,vibration_mode,📳,vibration mode
1423,u+1f4f4,mobile_phone_off,📴,mobile phone off
1424,u+2640,female_sign,♀,female sign
1425,u+2642,male_sign,♂,male sign
1426,u+26a7,transgender_symbol,⚧,transgender symbol
1427,u+2716,multiply,✖,multiply
1428,u+2795,plus,➕,plus
1429,u+2796,minus,➖,minus
1430,u+2797,divide,➗,divide
1431,u+267e,infinity,♾,infinity
1432,u+203c,double_exclamation_mark,‼,double exclamation mark
1433,u+2049,exclamation_question_mark,⁉,exclamation question mark
1434,u+2753,red_question_mark,❓,red question mark
1435,u+2754,white_question_mark,❔,white question mark
